Temperature(°C),Pressure(bar),FlowRate(L/min),Vibration(mm/s),FillHeight(mm),PowerConsumption(kW),CO2_Level(ppm),Humidity(%),Label,ErrorCode
26.63518064,2.702258766,147.7374137,0.578286043,253.2513488,3.168826854,433.3209457,52.74509728,0,E000
39.74213961,2.793995311,154.2629217,0.506873846,270.4759137,3.13340249,421.6359786,58.5119205,1,E005
40.04687946,2.741439952,141.6024225,0.470498725,251.4087238,23.09933915,387.7799326,53.84762868,1,E006
26.38847685,2.220111326,174.7859874,0.383738404,249.5448273,3.36242536,449.4813029,46.81523575,0,E000
28.99084902,2.432018928,160.4957128,0.421081556,248.9624735,3.512015121,440.6254237,48.55391792,0,E000
44.15250569,2.583713588,168.769808,0.371067634,245.1152601,3.374825054,428.9912002,57.8612227,0,E000
33.18668013,2.393195201,160.4228163,0.221083916,253.0609675,2.900528916,397.5292977,48.03717846,0,E000
41.43079722,2.645690668,156.0967398,0.388763644,252.1672478,3.501044824,377.2218801,26.03890905,1,E008
37.5511616,2.303946401,148.8178402,0.480599641,251.225494,3.242742161,423.1645904,52.34341359,0,E000
35.73948846,2.162699744,165.0272765,0.340283915,245.4929966,2.883497166,445.1580309,47.71575541,0,E000
30.69745804,2.241536842,158.6014534,0.523132581,246.2594064,3.529783698,369.2529915,50.19742595,0,E000
26.82973675,2.498895665,160.8550809,0.261365153,251.8058309,3.350318916,410.210183,57.70570378,0,E000
29.92804066,2.492864584,143.9203074,0.483718451,245.2439099,2.879780963,378.3397695,59.30484676,0,E000
38.6490084,2.085397692,165.0601323,0.31230078,271.5998533,3.364516749,361.8903018,53.86777181,1,E005
44.00123934,2.202015668,158.3171598,0.571098293,246.7076826,3.421557111,425.1876244,55.19512697,0,E000
29.87647705,2.349096986,146.5040163,0.292021747,245.7656864,3.535921093,403.0410688,31.97456181,1,E008
34.02774049,2.001473822,142.4972531,0.409701888,249.4817085,3.487732438,391.6708664,52.88446542,0,E000
42.78655564,2.76516961,154.7881089,0.266841266,245.1149797,3.296907561,390.6123808,25.21746563,1,E008
32.78591228,2.6778132,160.9360548,0.429109004,252.1332173,3.189612832,426.1805255,51.01048922,0,E000
28.83398542,2.911269789,140.7719653,0.46137277,248.8440893,17.43037581,372.3498754,57.70814231,1,E006
36.00453084,2.411958095,169.6650915,0.558502687,245.328255,2.800754434,354.2783268,53.64344118,0,E000
43.16901123,2.980987378,165.2958503,0.394354242,251.7512989,3.385840616,371.3838889,58.82096382,0,E000
40.06756371,2.357798265,162.4875524,0.219723595,253.6277078,3.544646138,434.7681198,56.84922405,0,E000
30.16266865,2.587585871,151.6544429,0.204018792,254.9580237,3.548917068,421.5105614,48.52988326,0,E000
32.40326711,20.95714813,144.931456,0.538315387,248.242499,3.274590177,403.8962119,54.94580796,1,E002
37.40145512,2.444043749,161.6119763,0.257550462,246.8863225,2.993756714,390.3570392,56.03976733,0,E000
34.46419813,2.583772781,166.4925495,0.275973897,253.5510942,2.81468458,443.0423493,45.06422637,0,E000
27.26476092,2.893090205,142.2810766,0.265826423,247.1120826,3.081084748,385.6983692,49.9240844,0,E000
38.25044569,2.481344152,165.9803572,0.551935099,246.9362381,3.210906707,446.6985018,57.39386594,0,E000
32.37795887,-13.98360375,152.8407924,0.306129628,251.523192,3.247208714,386.2410642,54.62231206,1,E002
29.96793217,2.758934406,144.729527,0.347986598,246.5148272,-4.490248487,438.6772509,55.97856299,1,E006
27.54121025,2.751375086,153.8033498,0.487205671,248.5672317,3.149825319,411.2166221,49.66788667,0,E000
43.27844398,2.367999661,166.8242324,-8.404841527,250.747092,3.24851434,426.8729228,56.36719959,1,E004
29.01287366,2.989587074,140.2924195,0.305393351,246.998603,2.811194728,423.23679,76.88526447,1,E008
32.01175118,2.607089579,140.4521015,0.447314008,249.8013494,3.203504563,429.5287045,49.43905452,0,E000
30.88931519,2.360233919,168.8826426,0.252988263,247.232554,3.278545956,442.8216796,56.8837605,0,E000
36.4024097,2.112903211,176.3563882,0.279579884,252.4350915,17.29212486,374.6848905,49.63872776,1,E006
26.45526013,2.079406585,177.3021951,0.258206193,251.1317036,2.870404822,394.394496,47.8252031,0,E000
29.2408968,2.142841965,169.958526,0.367187403,248.1725522,3.181703814,400.789421,57.49264639,0,E000
40.52825921,2.523329631,169.5546671,0.309866348,246.7641191,3.195077612,375.4021149,52.04703114,0,E000
27.32732796,2.190926585,176.8214354,0.552519018,247.9493114,3.198520576,412.8745226,59.29882284,0,E000
40.3797483,2.667804683,152.2886567,0.273699461,248.5230888,3.163416579,386.4202223,48.78147989,0,E000
37.15089704,2.306253621,163.2380152,0.423687253,254.3154441,3.527644343,401.2590925,55.34761925,0,E000
25.7862428,2.507411939,141.3869082,0.267499775,249.2418506,3.554638718,414.43657,49.82028459,0,E000
29.56909483,2.750939798,168.9611676,0.55265414,254.7090471,2.930053655,440.1224023,57.41168604,0,E000
30.15775371,2.387648805,172.5754712,0.240466248,250.4238656,3.462933715,435.1282212,46.66122762,0,E000
34.14004619,2.400145467,163.7140802,0.396507051,248.0348421,18.64247865,352.6693159,51.98807593,1,E006
34.48128434,2.927633719,148.4596297,0.421876701,246.2583869,3.157776228,406.9903697,70.48293195,1,E008
34.01246829,2.331492273,178.306259,0.529033493,251.6158202,-13.21485112,422.7012455,51.3760226,1,E006
36.94826204,2.457699605,165.2583517,0.574465217,251.6237186,3.054957806,435.4267693,52.74980234,0,E000
32.97009469,2.860139693,140.2751185,0.229066235,254.3359314,2.815234727,440.5373188,46.35878036,0,E000
27.68030457,2.517446352,177.0585519,0.470478299,254.8492911,3.487304288,368.2651619,48.3949626,0,E000
29.54604814,2.25422503,160.1638046,0.52498238,252.4378093,3.272799967,461.4095906,59.5906496,1,E007
38.17387263,2.16577454,152.5551231,0.285417142,254.6236532,2.823197395,407.5719305,56.64209106,0,E000
39.26489574,2.737433769,164.2738782,0.480323367,254.0076016,2.807631163,350.7219947,47.33385487,0,E000
36.61176701,2.753427922,168.0842982,0.295599072,245.5633328,3.048480777,442.4147949,58.84764043,0,E000
41.74562547,22.90533789,145.0107038,0.445309308,246.9945867,3.010007713,424.5584338,59.66501577,1,E002
40.99710512,2.909943144,159.251118,0.239695066,252.4823881,3.121322501,413.4227999,54.16821497,0,E000
35.79914261,2.889127924,170.4884823,0.268434387,247.7005847,2.82548541,351.2290661,52.03521646,0,E000
44.801077,2.40990489,160.0510258,0.290904421,250.2023049,3.337094407,402.5250465,54.42273907,0,E000
5.160257247,2.196510289,163.4691631,0.537176256,250.8655856,3.097816207,358.0228563,50.42497354,1,E001
28.50742557,2.369813256,156.5656427,0.414275588,246.2818807,2.917098453,386.7832224,58.15271997,0,E000
35.89746569,2.487565363,155.247,18.85814168,245.0521252,3.546893215,401.1515136,55.51097821,1,E004
33.74949844,2.702633773,141.6103201,0.533783301,250.791298,3.204022437,385.3548854,47.05042612,0,E000
42.31014252,2.798380341,149.0508972,0.29401252,249.4673953,2.804616529,443.2161719,46.51614739,0,E000
36.63942804,2.807070904,168.8153599,0.469443933,250.5182873,3.260416174,436.9340108,47.1040082,0,E000
37.21240085,2.345877461,158.6134774,0.518044113,245.7833822,2.874629908,365.2887116,45.47185793,0,E000
44.69682398,2.062457594,144.2193371,0.362532892,248.1318205,3.011893006,401.2688072,47.37358894,0,E000
33.05731478,2.65077339,190.6167482,0.595909766,248.0218551,3.022023034,436.4427629,45.05059415,1,E003
26.03363442,2.261705684,164.4585444,0.297598121,245.0916555,3.410892239,353.7253881,49.7323381,0,E000
40.94852043,2.787549086,140.5544854,0.266714934,251.2494377,3.425916647,444.6308899,47.65606383,0,E000
43.67750035,2.214406483,147.9687874,0.262277039,252.3340185,3.1471482,363.964233,53.49586081,0,E000
38.91948412,2.411095603,152.4751774,0.354515082,254.0808369,3.367451436,399.4125741,51.64305759,0,E000
31.66003826,2.2176674,147.8594787,0.542811611,246.3351555,2.875394453,374.0535087,45.69529904,0,E000
43.1270877,2.825978213,177.5392863,0.444150424,254.0395307,3.25185533,406.914157,49.90787409,0,E000
28.48732858,2.542237205,154.8586905,0.290992641,249.3604697,3.060402671,399.3500364,58.12993624,0,E000
36.15048752,2.035195002,163.5991042,0.374831503,245.240377,3.539543002,351.0566872,79.42686121,1,E008
33.20611227,2.504624683,123.7684002,0.549708811,253.8288531,2.982158971,439.5909139,50.12326848,1,E003
35.29106183,2.087479606,166.2339579,6.998673788,247.6351145,3.521846379,378.434391,54.80915508,1,E004
27.20103849,2.774633781,144.0391243,0.341918916,250.6588861,3.478734181,352.8631194,59.61363788,0,E000
26.98882786,2.24193168,153.8192341,0.466378866,248.0623925,3.169712379,395.0390076,51.82359904,0,E000
31.81607081,2.287137958,141.2977378,0.389773966,253.127329,2.807760284,435.9728784,48.84627554,0,E000
36.66083122,2.317586795,163.4649567,0.445246496,248.5528964,3.040735259,386.2178758,45.79236967,0,E000
31.60424673,2.320207984,155.3225125,0.452105011,249.4206071,3.302908437,330.447533,55.94409431,1,E007
33.80304987,2.414129753,177.1655808,0.573026683,254.6802217,3.502492158,377.4572316,52.26514353,0,E000
39.92089759,2.352374947,154.9383178,0.305420592,251.6995349,3.160429231,438.2048186,54.49660234,0,E000
27.96686402,2.458940517,155.7328268,0.274762919,253.9779581,3.29127259,354.9922486,51.71069734,0,E000
36.43225379,2.371172423,145.2389497,0.307852004,249.2089653,3.382776756,355.5483942,48.1279131,0,E000
40.15692221,2.565330255,178.7230553,0.235431336,249.6086874,3.12856032,425.8794143,59.65781609,0,E000
31.78059582,2.555084949,159.5849785,0.509794241,254.2850775,3.215149891,355.1206349,54.24719038,0,E000
42.31931907,2.94473679,166.5790785,0.392805957,248.5228108,3.192740075,369.0352228,29.23104213,1,E008
38.20394753,2.936822462,177.4193805,0.589961709,250.3403611,2.901745963,437.3559602,47.93758863,0,E000
38.94031482,2.184476253,173.5672158,0.444536662,245.342979,3.433568812,392.3956179,57.91282542,0,E000
27.13364795,16.52520876,175.6124996,0.500497612,254.6526187,3.56802603,372.5685093,55.88026308,1,E002
30.16488777,2.070932216,157.0448495,0.270356113,245.8922217,2.963603471,370.2467542,46.32469082,0,E000
29.334796,2.836117703,150.0869151,0.252683814,250.8073714,3.586355937,448.6796594,52.06876075,0,E000
34.27104447,2.737489484,145.1254016,0.404841542,247.7906028,2.92893095,392.6280906,29.51522338,1,E008
36.08356005,2.105364922,141.9345084,0.250844196,246.6393172,2.883585916,444.1974432,53.57459585,0,E000
44.56068824,2.157941486,161.4207127,0.586533374,246.5658138,2.949047694,442.6816354,67.2795003,1,E008
38.66517527,2.397836626,162.2053515,0.351481342,247.625086,3.028944697,366.4670263,45.63542898,0,E000
33.6061179,2.694595427,146.7311435,0.587367652,248.9763499,3.01559204,360.0693601,45.93476588,0,E000
29.40366404,2.288884939,152.256618,0.269799395,248.3720204,3.331846207,422.9772637,46.48299508,0,E000
36.57196981,17.37255791,166.650521,0.305909466,249.0812513,3.274092649,353.5928465,52.24252352,1,E002
37.65158728,2.368163514,169.3808063,0.397954256,230.871276,3.464367672,373.680177,48.31595633,1,E005
27.5533327,2.802548303,162.6212751,0.56063425,225.8786149,3.513494564,407.6459856,59.00840157,1,E005
32.93085565,2.487667069,151.0095672,0.45617891,245.9949623,3.138294727,393.3696933,49.38499967,0,E000
28.41509102,2.036707983,147.4229841,0.506017276,249.0512607,3.498016413,455.3337553,55.75070414,1,E007
61.45406539,2.133998681,143.5407621,0.563261577,250.3550839,3.48624075,355.8151121,52.89773425,1,E001
7.17154455,2.177655908,161.2832228,0.342492604,246.2417975,2.839923137,405.5871385,45.31123311,1,E001
29.73741118,2.507805064,148.1625755,0.376741483,246.3260399,2.830197854,361.1800371,47.73797327,0,E000
41.34899417,2.694640959,140.4801211,0.331302036,245.1526484,3.1661055,412.9672652,57.75679377,0,E000
29.48881144,2.640615184,158.8659796,0.249327396,249.1291119,2.997016587,400.8876251,54.5595724,0,E000
40.5969079,2.497539852,156.4273053,0.302266489,254.2172667,3.558442625,424.4303717,57.25452676,0,E000
26.61838566,2.760851331,164.5674498,0.494717827,245.8520048,3.410122047,430.3124166,49.72033461,0,E000
43.89464045,2.853784922,148.4042877,0.208792726,246.0466063,3.555031111,437.9720533,50.1594092,0,E000
41.25971477,2.160365406,175.3791491,0.547816468,249.7675388,3.508859174,435.6267654,46.82334944,0,E000
39.04929941,2.234973405,149.9516715,0.412020936,246.418444,3.114228517,388.912301,45.68895048,0,E000
40.88050379,2.139196701,140.5158988,0.504944485,249.4959891,3.061776947,435.8751259,48.50368625,0,E000
32.72205276,2.786278199,151.9976828,0.40237032,245.519661,3.356183725,420.5113147,50.57125368,0,E000
37.77051895,2.901940197,167.3016192,0.277335693,249.0608213,3.57294242,386.5045693,45.33520183,0,E000
29.20924434,2.366013392,175.2139278,0.252714667,232.5903752,3.021128433,406.8727942,51.77455027,1,E005
34.06577669,2.707086477,175.3309441,0.578861174,251.2146442,3.464200154,358.8975536,54.30838793,0,E000
32.09244315,2.500603571,177.9709242,0.22237054,248.5784116,3.196940741,443.2681902,54.3650329,0,E000
31.57503221,2.045648746,149.0431628,0.284685749,250.6115021,3.40395216,420.6765282,45.97158299,0,E000
44.7557104,2.466309756,162.0264184,0.477652662,247.5793951,2.825650814,416.6538455,56.7139977,0,E000
29.26357058,20.16396283,153.2391478,0.269384799,247.0919417,3.295347023,374.6035226,58.15920347,1,E002
36.90770035,2.066009844,178.7728725,0.530175958,250.9180791,3.485028102,366.6838234,50.57843999,0,E000
27.17720893,2.032913769,164.3182874,20.44584699,249.8416425,3.174465297,414.4963771,53.33452136,1,E004
26.35225127,2.372533274,171.0719375,0.571968705,245.0371966,3.008960137,422.5968779,53.27626324,0,E000
27.49325362,2.448319055,161.7737955,0.484168726,254.0191611,3.366659239,446.0252325,54.92835832,0,E000
32.84890215,2.385511905,169.1511222,0.554638177,252.890406,2.815104703,440.4425342,55.82864361,0,E000
28.34067892,2.196925704,154.1932742,0.318885646,248.9408365,3.125254246,384.2307285,45.09192971,0,E000
28.12874085,2.021823397,157.7119255,0.396407905,251.925728,3.261642673,423.9796372,46.52361816,0,E000
30.37354719,2.089289525,140.8826459,0.549906425,245.9612585,3.028324232,433.5535501,56.46845577,0,E000
41.98537501,2.669890868,169.3173049,0.293667474,248.7126692,2.917841077,400.5765442,25.04255779,1,E008
39.75669677,13.32595994,179.1190448,0.481541074,253.3139084,2.832197499,373.592011,50.6125664,1,E002
34.01678743,2.846968854,143.4412863,0.288188192,248.3645035,2.931787207,417.6056005,51.85470539,0,E000
32.96755351,2.31909534,175.4856799,0.219697761,246.3638539,2.865923548,455.1591114,57.92485733,1,E007
33.67703298,2.114768872,142.2242209,0.581322867,247.6481632,3.501033879,426.7278301,58.90897305,0,E000
40.01742136,2.79791416,146.9009551,0.427721994,254.3244398,2.860074917,359.1066182,46.43503066,0,E000
37.66801709,2.140024098,172.6922125,0.257696008,251.8743686,3.063482819,422.2433423,56.08241156,0,E000
27.28466712,2.140899638,174.1422545,0.435489236,253.7370918,18.70616945,410.9312192,45.72508356,1,E006
41.45201121,2.610225149,171.0097621,0.547191851,251.8927932,2.912522671,373.5471417,59.11888596,0,E000
39.85413042,2.737884985,149.309134,0.438110736,254.5094135,2.892319887,395.0623425,55.88638313,0,E000
42.6757177,2.943701593,151.527381,0.568016021,247.6911975,2.936755915,404.8483586,59.2147748,0,E000
25.58494566,2.175221772,179.8779767,0.286185163,245.3859156,3.453807415,408.9779601,49.13594455,0,E000
30.03564592,2.432076883,172.3609456,0.368294625,253.6715215,3.140001931,406.5644882,50.36575147,0,E000
41.13122296,2.770158212,179.5802133,0.25065485,246.1530109,3.102374685,440.1653387,57.95800134,0,E000
39.63987884,2.311816133,179.9557045,0.428362822,247.1938939,3.024508464,380.5431693,55.21758826,0,E000
27.94146962,2.743593916,154.9888788,0.431917138,250.273109,3.427349743,380.0957716,48.18934784,0,E000
30.45248001,2.057732159,157.7940973,0.409868923,249.318051,3.516084981,397.5227467,52.80933698,0,E000
26.95668321,2.250966661,163.1156445,0.537525145,246.2628347,2.839326819,397.9040726,59.88057711,0,E000
25.50772711,2.226028998,164.0722694,0.315660134,250.1762983,2.860443595,380.0227112,52.0175702,0,E000
39.81537236,2.587769361,157.5271445,0.596114068,251.0095719,3.443287397,386.8882522,54.21046798,0,E000
41.89750622,2.238796211,172.8392407,0.331751708,254.9168614,2.875907384,447.6482776,56.11214047,0,E000
38.13808212,2.744689022,133.7482183,0.508575908,245.4781635,3.374331521,441.0875209,50.20453498,1,E003
26.62697561,2.858177053,167.3546581,0.386904398,249.3404887,3.050695525,376.5544185,47.25230466,0,E000
41.20226789,2.831697044,141.9845749,0.33878358,249.3243717,3.01059694,435.3013559,58.19125965,0,E000
25.30913233,2.788614965,170.4230257,0.584298521,254.326481,3.213237208,376.6656192,52.10675043,0,E000
31.15859883,2.742881494,155.0945271,0.467726167,252.027383,3.178234676,411.3712182,57.84561147,0,E000
25.79237651,2.734443932,144.5036187,0.564883028,251.8587628,3.137101553,393.3076103,57.62537652,0,E000
36.82550871,2.019116094,141.6631584,0.593830359,248.2053617,3.444014155,417.0415515,46.08465862,0,E000
41.45228637,2.792758114,159.3040494,0.557403989,250.1712089,2.918507138,393.1716885,54.86667611,0,E000
32.28539722,2.617066516,156.3382233,0.241390025,254.7066803,3.448984447,387.2400666,59.34823363,0,E000
33.96891044,2.152104283,163.1052702,0.510350902,251.1165568,3.186315549,401.1295746,48.23314928,0,E000
43.26481105,2.518078766,144.46372,0.51271193,245.7442842,3.129128745,363.2211523,59.81973967,0,E000
33.56095584,2.326023452,186.9658362,0.486664967,254.8059212,3.443646972,436.0016753,50.39455115,1,E003
30.88897784,2.08860043,170.7779558,0.493264151,253.7825247,3.287766556,422.8902136,51.44323685,0,E000
36.46875776,2.89398971,164.5588123,0.483048234,250.0911339,2.97251181,384.8274615,49.7081906,0,E000
36.35081697,2.552707076,153.7636647,0.500064333,250.8586305,2.811968959,391.5703578,46.09025867,0,E000
41.119851,2.500112752,164.9284149,0.559438764,253.111626,2.98570713,350.5594156,50.81372501,0,E000
33.77942841,2.0336136,140.4113798,0.475107683,252.2033337,2.962456474,362.158735,54.25328675,0,E000
35.85448887,2.877090581,166.9002905,0.450721052,248.9434115,3.554330169,409.219018,56.21664957,0,E000
36.3977937,2.201312108,155.5490539,0.377077481,253.9409954,2.835801147,366.5877925,50.19866982,0,E000
35.99057765,2.667919999,143.3875337,0.213750743,254.7205347,3.275465387,415.3602953,56.8511119,0,E000
27.63829317,2.340288206,160.5694193,0.540820674,251.4174325,2.940826241,338.8149868,46.12789272,1,E007
37.64528576,2.768922782,153.2540887,0.312513825,245.2388419,3.168775674,427.5315754,56.22134049,0,E000
31.7930369,2.428149442,156.1469463,0.48506449,254.1779563,3.333404849,397.1582596,74.61456986,1,E008
29.53312804,2.559059285,174.1818957,0.351582364,250.8333291,3.585132577,387.3464217,47.46325437,0,E000
32.11345433,2.295301478,166.6608791,0.517582034,251.2470067,3.563710122,403.3956547,56.68482759,0,E000
43.54001936,2.654132737,176.9041503,0.575379056,249.1392606,3.242743649,367.2657401,49.56273716,0,E000
44.11047392,2.179253256,161.3823688,0.299124977,245.2917067,3.542248049,418.9564411,45.55762932,0,E000
33.29639005,2.301265261,164.1411523,0.37521763,247.1456482,3.251440852,387.2468939,51.88152435,0,E000
25.47810705,2.345474204,145.8277236,0.431958239,248.8372676,-8.197996946,370.9348116,55.20266027,1,E006
32.94367059,2.520169892,176.3207418,0.399587178,250.9298475,3.381583897,383.2309911,59.33121247,0,E000
43.49387237,2.636291354,154.4561512,0.271665567,254.3482204,2.940955525,375.4217829,45.77581324,0,E000
38.55128724,2.81778533,152.5550199,0.277070559,246.9892978,3.557736493,386.5025304,51.95670896,0,E000
27.73637262,2.311863858,143.0875012,0.541017058,246.6452537,3.14215343,382.7091506,58.10997017,0,E000
38.33728515,2.544253966,146.2309304,0.203639273,250.904261,2.802497321,438.4682377,57.94540422,0,E000
36.10401623,2.246678865,170.4978783,0.22007014,249.7070595,2.869551649,447.5604969,53.49278976,0,E000
39.96519381,2.411021075,149.1997502,0.257547187,252.1411914,3.489722367,392.9745381,54.06108151,0,E000
36.44709024,-11.2930409,163.0295573,0.285735952,249.7102908,3.167553209,412.2876149,48.89421148,1,E002
29.75275088,2.841998553,143.290893,0.366865712,252.0262958,2.924601298,360.0367495,46.85820848,0,E000
29.43944324,2.647817446,155.669698,0.430316988,245.534346,3.038383836,431.91645,52.22033748,0,E000
42.34144637,2.27307081,168.9839315,0.372722838,251.2317242,3.244989115,430.5928153,45.58865364,0,E000
42.47157248,2.992816839,165.6601793,0.470728017,249.852556,3.060712115,420.5619804,56.89266801,0,E000
39.63935677,-13.13686445,156.5876062,0.24963875,249.1990755,2.955386344,391.5559532,50.76508542,1,E002
32.30101308,2.802221319,195.2667357,0.449131695,246.5288885,3.475832288,369.5775111,58.98423216,1,E003
44.49065107,2.222065175,158.9065892,0.224455052,265.6993419,2.835728023,383.5124267,50.8715403,1,E005
25.36443651,2.51938586,176.0965213,0.325133679,253.8683154,2.907179893,434.5419202,46.1650862,0,E000
26.87349536,2.619589337,148.7283014,0.361987435,254.5959215,2.976053004,410.1025877,53.92452536,0,E000
31.91334567,2.516572628,142.051754,0.437473848,250.3657819,3.361731463,363.0698254,47.01357629,0,E000
44.00215285,2.698942392,160.3840756,-6.648315181,245.5976661,2.814171928,437.8116722,57.13629474,1,E004
42.53531274,2.039459533,143.798611,0.293207586,245.5515659,3.024107295,407.6909535,56.37668935,0,E000
44.60918342,2.538115125,158.2073339,0.384845969,249.2834239,12.70376402,442.6788783,52.35345122,1,E006
35.37581243,2.128095746,150.2585224,0.476688046,248.1725917,3.440291351,375.0056759,48.5739362,0,E000
44.74552259,2.87275384,166.8437263,0.420228254,249.4273593,2.831098958,351.1154587,56.71461601,0,E000
33.29248247,2.48762781,177.3891966,0.336628155,251.8914336,3.598736987,421.3028202,48.72804003,0,E000
25.92005284,2.608527273,149.8663446,0.43845706,249.8644239,3.554852174,409.6856861,52.09641807,0,E000
41.57830948,2.48407707,171.9005618,0.313869896,245.9505654,3.559255515,394.0144207,57.01039201,0,E000
29.94462149,2.597668283,153.4932244,0.485583179,251.3809273,3.27927946,428.1490243,55.68281973,0,E000
37.52440643,2.102515964,169.6791092,0.229234036,246.0075284,3.350370272,433.164004,55.90110848,0,E000
34.04879032,2.828469299,162.2585855,0.332365906,251.0322214,3.412627434,350.2454586,49.90800033,0,E000
40.2045572,2.688274236,162.5567827,0.266615405,253.3692783,3.527134195,350.5720932,49.05007495,0,E000
28.6680902,2.994866317,162.6472276,0.452308168,246.3088114,3.001761922,428.406178,59.83776247,0,E000
38.02840777,2.781823863,172.8195034,0.371016742,252.3595356,2.990012896,371.6188574,51.82516548,0,E000
43.55504566,2.960135604,140.2585743,0.460102028,253.0313309,2.835123691,361.6053459,50.53016136,0,E000
30.49742856,2.677613176,141.5373239,0.427291126,248.9842517,3.582287707,463.2840163,55.68543995,1,E007
37.15817895,-10.5867495,166.0175306,0.58250864,252.648374,3.124205424,424.8275374,59.24541271,1,E002
35.27978978,2.104224803,178.9520165,0.540341103,251.7418695,3.509271677,397.2462114,55.58253991,0,E000
33.63319092,2.723973055,171.1806681,0.56407845,253.7133359,2.93528312,378.0590216,54.19682961,0,E000
43.29691802,2.740476132,142.2752559,0.473890066,248.2662191,3.306141628,410.8504613,48.49575148,0,E000
26.75732998,2.051668722,145.5701628,0.422900733,254.5060637,2.871365247,384.3430588,48.53463498,0,E000
32.49741159,2.979104938,154.1959073,0.209857762,245.7924961,3.329219459,363.9187803,47.2897947,0,E000
42.49403345,2.388165706,156.8004402,0.431908577,248.0321955,2.892540179,405.3773954,51.66573543,0,E000
40.59751092,2.783791784,166.4666904,0.210842661,251.2150731,3.258721301,399.1811322,54.8909862,0,E000
39.49533543,2.544482333,171.2970325,0.573277167,251.9186391,3.419581935,437.6203362,45.8492246,0,E000
34.04398057,2.24837626,175.527654,0.59230447,247.9510886,2.823633575,441.780254,58.31383486,0,E000
37.33300629,2.932924863,146.7543385,0.483894834,246.3865253,3.5462233,436.177384,56.42954617,0,E000
35.48780539,2.050226011,156.5930262,0.362585087,252.7787771,3.135399399,436.1249385,51.29804386,0,E000
44.92667832,2.101372898,177.1523184,0.40607689,248.7360566,3.596413159,362.6102696,45.36995532,0,E000
34.59751241,2.70772135,156.6327427,0.254422494,246.3637111,3.357672911,439.5798858,50.13649213,0,E000
28.62298699,2.219553923,176.3819389,0.562746631,254.4096579,3.514918919,412.3431793,50.02573756,0,E000
32.92484038,2.757310207,169.384332,0.303422905,246.3035168,3.451063305,445.4258442,59.70810456,0,E000
37.8174949,2.280683216,148.4450377,0.262704171,245.246973,2.856819654,383.893622,48.10627237,0,E000
34.78849927,2.293308611,162.1892721,0.577506553,245.2090951,2.928247232,388.377393,58.3515821,0,E000
31.11048621,2.382798764,151.0701653,0.428926074,248.8198005,2.985432222,385.6796256,56.38479661,0,E000
33.05960358,2.187722406,149.4643913,0.381366492,251.5009245,3.141953537,392.6673981,52.22861353,0,E000
42.25594155,2.535656599,168.2911565,0.225301364,252.4354427,3.042976763,372.1221514,50.00763097,0,E000
61.87311509,2.882605624,178.6901849,0.375628246,254.5033547,3.378631959,357.066819,55.22674682,1,E001
41.35934048,2.580088835,175.8954287,0.400350642,245.309706,3.395682943,422.9013421,54.02064317,0,E000
43.18640804,2.011031264,179.8252444,0.506538885,245.8540848,3.327324436,381.817521,57.89291558,0,E000
32.95188796,2.80669352,153.264674,0.580297885,253.2621738,3.456825558,360.0211349,47.57269496,0,E000
35.22684798,2.298725574,164.33278,0.393669213,250.0369176,3.558186243,421.3914584,54.96563116,0,E000
27.95271928,2.456067145,141.543448,0.207119199,249.4013042,-12.45041192,422.4240787,58.43105587,1,E006
37.72820823,2.737508359,172.1056125,0.593178752,246.9957162,3.371322517,432.0627393,46.20048855,0,E000
38.27609055,2.258711642,172.8500062,0.233906462,251.6407412,3.533879121,387.7545423,54.23688828,0,E000
15.24479148,2.213484584,176.2347643,0.559609491,246.0221131,2.914286743,436.2018639,50.98406656,1,E001
32.68094766,2.609870918,160.0864022,0.487413317,246.5616496,18.25449196,377.0953732,46.84880562,1,E006
40.11102277,2.185195568,158.6003807,0.373812385,253.0191395,2.999893972,373.5687114,58.04718549,0,E000
29.56159544,2.337206576,158.0140154,0.295747935,246.9731397,3.219947267,389.9299256,51.31023356,0,E000
26.55469274,2.86456361,173.3171886,0.473004692,249.8746784,3.58217025,397.7890661,47.3439201,0,E000
25.28702619,2.881009669,154.1442601,0.597817557,249.4237717,2.950078201,427.7143569,77.23431546,1,E008
42.96061098,2.001992135,154.8832902,0.348508368,252.4674331,2.992101296,419.5407149,59.39590257,0,E000
42.77216981,2.560458205,163.3355948,0.391225018,262.971196,3.23749352,449.7173128,53.49071359,1,E005
28.81375441,2.955115207,166.3240887,0.449018796,252.5331293,3.430495152,384.6363503,57.55511694,0,E000
26.34701203,2.332191033,163.0024229,0.257114255,251.5477575,3.573770565,351.0963653,47.88864146,0,E000
27.23839239,2.24202208,174.1577153,0.513139447,252.6075931,3.526551677,373.8986588,51.89380509,0,E000
38.76456084,2.979029359,149.4380716,-9.930282375,246.6439902,3.027330245,424.2985323,52.16286054,1,E004
32.19947036,2.0160364,162.4979577,0.249504266,245.8004132,3.404399255,330.6148733,52.72883046,1,E007
41.118508,2.661968945,143.4161212,0.265892358,246.7110248,2.993935051,412.4424927,52.90124625,0,E000
30.48110441,2.298052209,157.7030938,0.437430102,251.0375514,2.936947795,426.701253,57.81001235,0,E000
34.43152377,2.4855897,142.7757634,0.528339604,245.2256858,2.851455379,370.2462184,48.916002,0,E000
